{'SQL:  select count(*) from singer\n', 'Question 1:  How many singers do we have ? ||| concert_singer\n'}
{'SQL:  select t1.name ,  t1.population from city as t1 join countrylanguage as t2 on t1.countrycode  =  t2.countrycode where t2.language  =  "english" order by t1.population desc limit 1\n', 'Question 762:  What is the most populace city that speaks English ? ||| world_1\n'}
{'Question 763:  Find the name , population and expected life length of asian country with the largest area ? ||| world_1\n', 'SQL:  select name ,  population ,  lifeexpectancy from country where continent  =  "asia" order by surfacearea desc limit 1\n'}
{'Question 764:  What are the name , population , and life expectancy of the largest Asian country by land ? ||| world_1\n', 'SQL:  select name ,  population ,  lifeexpectancy from country where continent  =  "asia" order by surfacearea desc limit 1\n'}
{'Question 765:  What is average life expectancy in the countries where English is not the official language ? ||| world_1\n', 'SQL:  select avg(lifeexpectancy) from country where name not in (select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  "english" and t2.isofficial  =  "t")\n'}
{'Question 766:  Give the mean life expectancy of countries in which English is not the official language . ||| world_1\n', 'SQL:  select avg(lifeexpectancy) from country where name not in (select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  "english" and t2.isofficial  =  "t")\n'}
{'SQL:  select sum(population) from country where name not in (select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  "english")\n', 'Question 767:  What is the total number of people living in the nations that do not use English ? ||| world_1\n'}
{'Question 768:  How many people live in countries that do not speak English ? ||| world_1\n', 'SQL:  select sum(population) from country where name not in (select t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t2.language  =  "english")\n'}
{'SQL:  select t2.language from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t1.headofstate  =  "beatrix" and t2.isofficial  =  "t"\n', 'Question 769:  What is the official language spoken in the country whose head of state is Beatrix ? ||| world_1\n'}
{'Question 770:  What is the official language used in the country the name of whose head of state is Beatrix . ||| world_1\n', 'SQL:  select t2.language from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where t1.headofstate  =  "beatrix" and t2.isofficial  =  "t"\n'}
{'Question 771:  What is the total number of unique official languages spoken in the countries that are founded before 1930 ? ||| world_1\n', 'SQL:  select count(distinct t2.language) from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where  indepyear  <  1930 and t2.isofficial  =  "t"\n'}
{'SQL:  select count(distinct t2.language) from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode where  indepyear  <  1930 and t2.isofficial  =  "t"\n', 'Question 772:  For the countries founded before 1930 , what is the total number of distinct official languages ? ||| world_1\n'}
{'SQL:  select name from country where surfacearea  >  (select min(surfacearea) from country where continent  =  "europe")\n', 'Question 773:  What are the countries that have greater surface area than any country in Europe ? ||| world_1\n'}
{'SQL:  select name from country where surfacearea  >  (select min(surfacearea) from country where continent  =  "europe")\n', 'Question 774:  Which countries have greater area than that of any country in Europe ? ||| world_1\n'}
{'SQL:  select name from country where continent  =  "africa"  and population  <  (select max(population) from country where continent  =  "asia")\n', 'Question 775:  What are the African countries that have a population less than any country in Asia ? ||| world_1\n'}
{'SQL:  select name from country where continent  =  "africa"  and population  <  (select min(population) from country where continent  =  "asia")\n', 'Question 776:  Which African countries have a smaller population than that of any country in Asia ? ||| world_1\n'}
{'SQL:  select name from country where continent  =  "asia"  and population  >  (select max(population) from country where continent  =  "africa")\n', 'Question 777:  Which Asian countries have a population that is larger than any country in Africa ? ||| world_1\n'}
{'Question 778:  What are the Asian countries which have a population larger than that of any country in Africa ? ||| world_1\n', 'SQL:  select name from country where continent  =  "asia"  and population  >  (select min(population) from country where continent  =  "africa")\n'}
{'SQL:  select countrycode from countrylanguage except select countrycode from countrylanguage where language  =  "english"\n', 'Question 779:  What are the country codes for countries that do not speak English ? ||| world_1\n'}
{'Question 780:  Return the country codes for countries that do not speak English . ||| world_1\n', 'SQL:  select countrycode from countrylanguage except select countrycode from countrylanguage where language  =  "english"\n'}
{'Question 781:  What are the country codes of countries where people use languages other than English ? ||| world_1\n', 'SQL:  select distinct countrycode from countrylanguage where language != "english"\n'}
{'SQL:  select distinct countrycode from countrylanguage where language != "english"\n', 'Question 782:  Give the country codes for countries in which people speak langauges that are not English . ||| world_1\n'}
{'Question 783:  What are the codes of the countries that do not speak English and whose government forms are not Republic ? ||| world_1\n', 'SQL:  select code from country where governmentform != "republic" except select countrycode from countrylanguage where language  =  "english"\n'}
{'Question 784:  Return the codes of countries that do not speak English and do not have Republics for governments . ||| world_1\n', 'SQL:  select code from country where governmentform != "republic" except select countrycode from countrylanguage where language  =  "english"\n'}
{"SQL:  select distinct t2.name from country as t1 join city as t2 on t2.countrycode  =  t1.code where t1.continent  =  'europe' and t1.name not in (select t3.name from country as t3 join countrylanguage as t4 on t3.code  =  t4.countrycode where t4.isofficial  =  't' and t4.language  =  'english')\n", 'Question 785:  Which cities are in European countries where English is not the official language ? ||| world_1\n'}
{"SQL:  select distinct t2.name from country as t1 join city as t2 on t2.countrycode  =  t1.code where t1.continent  =  'europe' and t1.name not in (select t3.name from country as t3 join countrylanguage as t4 on t3.code  =  t4.countrycode where t4.isofficial  =  't' and t4.language  =  'english')\n", 'Question 786:  What are the names of cities in Europe for which English is not the official language ? ||| world_1\n'}
{'SQL:  select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  \'t\' and t2.language  =  \'chinese\' and t1.continent  =  "asia"\n', 'Question 787:  Which unique cities are in Asian countries where Chinese is the official language ? ||| world_1\n'}
{'SQL:  select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  \'t\' and t2.language  =  \'chinese\' and t1.continent  =  "asia"\n', 'Question 788:  Return the different names of cities that are in Asia and for which Chinese is the official language . ||| world_1\n'}
{'SQL:  select name ,  surfacearea ,  indepyear from country order by population limit 1\n', 'Question 789:  What are the name , independence year , and surface area of the country with the smallest population ? ||| world_1\n'}
{'SQL:  select name ,  surfacearea ,  indepyear from country order by population limit 1\n', 'Question 790:  Give the name , year of independence , and surface area of the country that has the lowest population . ||| world_1\n'}
{'Question 791:  What are the population , name and leader of the country with the largest area ? ||| world_1\n', 'SQL:  select name ,  population ,  headofstate from country order by surfacearea desc limit 1\n'}
{'Question 792:  Give the name , population , and head of state for the country that has the largest area . ||| world_1\n', 'SQL:  select name ,  population ,  headofstate from country order by surfacearea desc limit 1\n'}
{'Question 793:  Return the country name and the numbers of languages spoken for each country that speaks at least 3 languages . ||| world_1\n', 'SQL:  select count(t2.language) ,  t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode group by t1.name having count(*)  >  2\n'}
{'SQL:  select count(t2.language) ,  t1.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode group by t1.name having count(*)  >  2\n', 'Question 794:  What are the names of countries that speak more than 2 languages , as well as how many languages they speak ? ||| world_1\n'}
{'SQL:  select count(*) ,  district from city where population  >  (select avg(population) from city) group by district\n', 'Question 795:  Find the number of cities in each district whose population is greater than the average population of cities ? ||| world_1\n'}
{'SQL:  select count(*) ,  district from city where population  >  (select avg(population) from city) group by district\n', 'Question 796:  How many cities in each district have a population that is above the average population across all cities ? ||| world_1\n'}
{'SQL:  select sum(population) ,  governmentform from country group by governmentform having avg(lifeexpectancy)  >  72\n', 'Question 797:  Find the government form name and total population for each government form whose average life expectancy is longer than 72 . ||| world_1\n'}
{'SQL:  select sum(population) ,  governmentform from country group by governmentform having avg(lifeexpectancy)  >  72\n', 'Question 798:  What are the different government forms and what is the total population of each for government forms that have an average life expectancy greater than 72 ? ||| world_1\n'}
{'SQL:  select sum(population) ,  avg(lifeexpectancy) ,  continent from country group by continent having avg(lifeexpectancy)  <  72\n', 'Question 799:  Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72 ? ||| world_1\n'}
{'SQL:  select sum(population) ,  avg(lifeexpectancy) ,  continent from country group by continent having avg(lifeexpectancy)  <  72\n', 'Question 800:  What are the different continents and the total popuation and average life expectancy corresponding to each , for continents that have an average life expectancy less than 72 ? ||| world_1\n'}
{'SQL:  select name ,  surfacearea from country order by surfacearea desc limit 5\n', 'Question 801:  What are the names and areas of countries with the top 5 largest area ? ||| world_1\n'}
{'SQL:  select name ,  surfacearea from country order by surfacearea desc limit 5\n', 'Question 802:  Return the names and surface areas of the 5 largest countries . ||| world_1\n'}
{'Question 803:  What are names of countries with the top 3 largest population ? ||| world_1\n', 'SQL:  select name from country order by population desc limit 3\n'}
{'SQL:  select name from country order by population desc limit 3\n', 'Question 804:  Return the names of the 3 most populated countries . ||| world_1\n'}
{'SQL:  select name from country order by population asc limit 3\n', 'Question 805:  What are the names of the nations with the 3 lowest populations ? ||| world_1\n'}
{'SQL:  select name from country order by population asc limit 3\n', 'Question 806:  Return the names of the 3 countries with the fewest people . ||| world_1\n'}
{'Question 807:  how many countries are in Asia ? ||| world_1\n', 'SQL:  select count(*) from country where continent  =  "asia"\n'}
{'SQL:  select count(*) from country where continent  =  "asia"\n', 'Question 808:  Count the number of countries in Asia . ||| world_1\n'}
{'Question 809:  What are the names of the countries that are in the continent of Europe and have a population of 80000 ? ||| world_1\n', 'SQL:  select name from country where continent  =  "europe" and population  =  "80000"\n'}
{'SQL:  select name from country where continent  =  "europe" and population  =  "80000"\n', 'Question 810:  Give the names of countries that are in Europe and have a population equal to 80000 . ||| world_1\n'}
{'Question 811:  What is the total population and average area of countries in the continent of North America whose area is bigger than 3000 ? ||| world_1\n', 'SQL:  select sum(population) ,  avg(surfacearea) from country where continent  =  "north america" and surfacearea  >  3000\n'}
{'Question 812:  Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 . ||| world_1\n', 'SQL:  select sum(population) ,  avg(surfacearea) from country where continent  =  "north america" and surfacearea  >  3000\n'}
{'SQL:  select name from city where population between 160000 and 900000\n', 'Question 813:  What are the cities whose population is between 160000 and 900000 ? ||| world_1\n'}
{'SQL:  select name from city where population between 160000 and 900000\n', 'Question 814:  Return the names of cities that have a population between 160000 and 900000 . ||| world_1\n'}
{'SQL:  select language from countrylanguage group by language order by count(*) desc limit 1\n', 'Question 815:  Which language is spoken by the largest number of countries ? ||| world_1\n'}
{'Question 816:  Give the language that is spoken in the most countries . ||| world_1\n', 'SQL:  select language from countrylanguage group by language order by count(*) desc limit 1\n'}
{'SQL:  select language ,  countrycode ,  max(percentage) from countrylanguage group by countrycode\n', 'Question 817:  What is the language spoken by the largest percentage of people in each country ? ||| world_1\n'}
{'SQL:  select language ,  countrycode ,  max(percentage) from countrylanguage group by countrycode\n', 'Question 818:  What are the country codes of the different countries , and what are the languages spoken by the greatest percentage of people for each ? ||| world_1\n'}
{'Question 819:  What is the total number of countries where Spanish is spoken by the largest percentage of people ? ||| world_1\n', 'SQL:  select count(*) ,   max(percentage) from countrylanguage where language  =  "spanish" group by countrycode\n'}
{'Question 820:  Count the number of countries for which Spanish is the predominantly spoken language . ||| world_1\n', 'SQL:  select count(*) ,   max(percentage) from countrylanguage where language  =  "spanish" group by countrycode\n'}
{'Question 821:  What are the codes of countries where Spanish is spoken by the largest percentage of people ? ||| world_1\n', 'SQL:  select countrycode ,  max(percentage) from countrylanguage where language  =  "spanish" group by countrycode\n'}
{'SQL:  select countrycode ,  max(percentage) from countrylanguage where language  =  "spanish" group by countrycode\n', 'Question 822:  Return the codes of countries for which Spanish is the predominantly spoken language . ||| world_1\n'}
{'SQL:  select count(*) from conductor\n', 'Question 823:  How many conductors are there ? ||| orchestra\n'}
{'SQL:  select count(*) from conductor\n', 'Question 824:  Count the number of conductors . ||| orchestra\n'}
{'Question 825:  List the names of conductors in ascending order of age . ||| orchestra\n', 'SQL:  select name from conductor order by age asc\n'}
{'Question 826:  What are the names of conductors , ordered by age ? ||| orchestra\n', 'SQL:  select name from conductor order by age asc\n'}
{"Question 827:  What are the names of conductors whose nationalities are not `` USA '' ? ||| orchestra\n", "SQL:  select name from conductor where nationality != 'usa'\n"}
{"Question 828:  Return the names of conductors that do not have the nationality `` USA '' . ||| orchestra\n", "SQL:  select name from conductor where nationality != 'usa'\n"}
{'SQL:  select record_company from orchestra order by year_of_founded desc\n', 'Question 829:  What are the record companies of orchestras in descending order of years in which they were founded ? ||| orchestra\n'}
{'SQL:  select record_company from orchestra order by year_of_founded desc\n', 'Question 830:  Return the record companies of orchestras , sorted descending by the years in which they were founded . ||| orchestra\n'}
{'SQL:  select avg(attendance) from show\n', 'Question 831:  What is the average attendance of shows ? ||| orchestra\n'}
{'SQL:  select avg(attendance) from show\n', 'Question 832:  Return the average attendance across all shows . ||| orchestra\n'}
{'SQL:  select max(share) ,  min(share) from performance where type != "live final"\n', "Question 833:  What are the maximum and minimum share of performances whose type is not `` Live final '' . ||| orchestra\n"}
{'SQL:  select max(share) ,  min(share) from performance where type != "live final"\n', "Question 834:  Return the maximum and minimum shares for performances that do not have the type `` Live final '' . ||| orchestra\n"}
{'Question 835:  How many different nationalities do conductors have ? ||| orchestra\n', 'SQL:  select count(distinct nationality) from conductor\n'}
{'Question 836:  Count the number of different nationalities of conductors . ||| orchestra\n', 'SQL:  select count(distinct nationality) from conductor\n'}
{'SQL:  select name from conductor order by year_of_work desc\n', 'Question 837:  List names of conductors in descending order of years of work . ||| orchestra\n'}
{'Question 838:  What are the names of conductors , sorted descending by the number of years they have worked ? ||| orchestra\n', 'SQL:  select name from conductor order by year_of_work desc\n'}
{'SQL:  select name from conductor order by year_of_work desc limit 1\n', 'Question 839:  List the name of the conductor with the most years of work . ||| orchestra\n'}
{'Question 840:  What is the name of the conductor who has worked the greatest number of years ? ||| orchestra\n', 'SQL:  select name from conductor order by year_of_work desc limit 1\n'}
{'SQL:  select t1.name ,  t2.orchestra from conductor as t1 join orchestra as t2 on t1.conductor_id  =  t2.conductor_id\n', 'Question 841:  Show the names of conductors and the orchestras they have conducted . ||| orchestra\n'}
{'SQL:  select t1.name ,  t2.orchestra from conductor as t1 join orchestra as t2 on t1.conductor_id  =  t2.conductor_id\n', 'Question 842:  What are the names of conductors as well as the corresonding orchestras that they have conducted ? ||| orchestra\n'}
{'SQL:  select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id  =  t2.conductor_id group by t2.conductor_id having count(*)  >  1\n', 'Question 843:  Show the names of conductors that have conducted more than one orchestras . ||| orchestra\n'}
{'Question 844:  What are the names of conductors who have conducted at more than one orchestra ? ||| orchestra\n', 'SQL:  select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id  =  t2.conductor_id group by t2.conductor_id having count(*)  >  1\n'}
{'Question 845:  Show the name of the conductor that has conducted the most number of orchestras . ||| orchestra\n', 'SQL:  select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id  =  t2.conductor_id group by t2.conductor_id order by count(*) desc limit 1\n'}
{'SQL:  select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id  =  t2.conductor_id group by t2.conductor_id order by count(*) desc limit 1\n', 'Question 846:  What is the name of the conductor who has conducted the most orchestras ? ||| orchestra\n'}
{'Question 847:  Please show the name of the conductor that has conducted orchestras founded after 2008 . ||| orchestra\n', 'SQL:  select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id  =  t2.conductor_id where year_of_founded  >  2008\n'}
{'Question 848:  What are the names of conductors who have conducted orchestras founded after the year 2008 ? ||| orchestra\n', 'SQL:  select t1.name from conductor as t1 join orchestra as t2 on t1.conductor_id  =  t2.conductor_id where year_of_founded  >  2008\n'}
{'SQL:  select record_company ,  count(*) from orchestra group by record_company\n', 'Question 849:  Please show the different record companies and the corresponding number of orchestras . ||| orchestra\n'}
{'SQL:  select record_company ,  count(*) from orchestra group by record_company\n', 'Question 850:  How many orchestras does each record company manage ? ||| orchestra\n'}
{'Question 851:  Please show the record formats of orchestras in ascending order of count . ||| orchestra\n', 'SQL:  select major_record_format from orchestra group by major_record_format order by count(*) asc\n'}
{'Question 852:  What are the major record formats of orchestras , sorted by their frequency ? ||| orchestra\n', 'SQL:  select major_record_format from orchestra group by major_record_format order by count(*) asc\n'}
{'Question 853:  List the record company shared by the most number of orchestras . ||| orchestra\n', 'SQL:  select record_company from orchestra group by record_company order by count(*) desc limit 1\n'}
{'SQL:  select record_company from orchestra group by record_company order by count(*) desc limit 1\n', 'Question 854:  What is the record company used by the greatest number of orchestras ? ||| orchestra\n'}
{'SQL:  select orchestra from orchestra where orchestra_id not in (select orchestra_id from performance)\n', 'Question 855:  List the names of orchestras that have no performance . ||| orchestra\n'}
{'Question 856:  What are the orchestras that do not have any performances ? ||| orchestra\n', 'SQL:  select orchestra from orchestra where orchestra_id not in (select orchestra_id from performance)\n'}
{'Question 857:  Show the record companies shared by orchestras founded before 2003 and after 2003 . ||| orchestra\n', 'SQL:  select record_company from orchestra where year_of_founded  <  2003 intersect select record_company from orchestra where year_of_founded  >  2003\n'}
{'SQL:  select record_company from orchestra where year_of_founded  <  2003 intersect select record_company from orchestra where year_of_founded  >  2003\n', 'Question 858:  What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003 ? ||| orchestra\n'}
{'SQL:  select count(*) from orchestra where major_record_format  =  "cd" or major_record_format  =  "dvd"\n', "Question 859:  Find the number of orchestras whose record format is `` CD '' or `` DVD '' . ||| orchestra\n"}
{'SQL:  select count(*) from orchestra where major_record_format  =  "cd" or major_record_format  =  "dvd"\n', 'Question 860:  Count the number of orchestras that have CD or DVD as their record format . ||| orchestra\n'}
{'Question 861:  Show the years in which orchestras that have given more than one performance are founded . ||| orchestra\n', 'SQL:  select year_of_founded from orchestra as t1 join performance as t2 on t1.orchestra_id  =  t2.orchestra_id group by t2.orchestra_id having count(*)  >  1\n'}
{'Question 862:  What are years of founding for orchestras that have had more than a single performance ? ||| orchestra\n', 'SQL:  select year_of_founded from orchestra as t1 join performance as t2 on t1.orchestra_id  =  t2.orchestra_id group by t2.orchestra_id having count(*)  >  1\n'}
{'SQL:  select count(*) from highschooler\n', 'Question 863:  How many high schoolers are there ? ||| network_1\n'}
{'Question 864:  Count the number of high schoolers . ||| network_1\n', 'SQL:  select count(*) from highschooler\n'}
{'SQL:  select name ,  grade from highschooler\n', 'Question 865:  Show the names and grades of each high schooler . ||| network_1\n'}
{'SQL:  select name ,  grade from highschooler\n', 'Question 866:  What are the names and grades for each high schooler ? ||| network_1\n'}
{'Question 867:  Show all the grades of the high schoolers . ||| network_1\n', 'SQL:  select grade from highschooler\n'}
{'Question 868:  What is the grade of each high schooler ? ||| network_1\n', 'SQL:  select grade from highschooler\n'}
{'SQL:  select grade from highschooler where name  =  "kyle"\n', 'Question 869:  What grade is Kyle in ? ||| network_1\n'}
{'SQL:  select grade from highschooler where name  =  "kyle"\n', 'Question 870:  Return the grade for the high schooler named Kyle . ||| network_1\n'}
{'Question 871:  Show the names of all high schoolers in grade 10 . ||| network_1\n', 'SQL:  select name from highschooler where grade  =  10\n'}
{'Question 872:  What are the names of all high schoolers in grade 10 ? ||| network_1\n', 'SQL:  select name from highschooler where grade  =  10\n'}
{'Question 873:  Show the ID of the high schooler named Kyle . ||| network_1\n', 'SQL:  select id from highschooler where name  =  "kyle"\n'}
{"Question 874:  What is Kyle 's id ? ||| network_1\n", 'SQL:  select id from highschooler where name  =  "kyle"\n'}
{'SQL:  select count(*) from highschooler where grade  =  9 or grade  =  10\n', 'Question 875:  How many high schoolers are there in grade 9 or 10 ? ||| network_1\n'}
{'Question 876:  Count the number of high schoolers in grades 9 or 10 . ||| network_1\n', 'SQL:  select count(*) from highschooler where grade  =  9 or grade  =  10\n'}
{'SQL:  select grade ,  count(*) from highschooler group by grade\n', 'Question 877:  Show the number of high schoolers for each grade . ||| network_1\n'}
{'Question 878:  How many high schoolers are in each grade ? ||| network_1\n', 'SQL:  select grade ,  count(*) from highschooler group by grade\n'}
{'SQL:  select grade from highschooler group by grade order by count(*) desc limit 1\n', 'Question 879:  Which grade has the most high schoolers ? ||| network_1\n'}
{'Question 880:  Return the grade that has the greatest number of high schoolers . ||| network_1\n', 'SQL:  select grade from highschooler group by grade order by count(*) desc limit 1\n'}
{'Question 881:  Show me all grades that have at least 4 students . ||| network_1\n', 'SQL:  select grade from highschooler group by grade having count(*)  >=  4\n'}
{'Question 882:  Which grades have 4 or more high schoolers ? ||| network_1\n', 'SQL:  select grade from highschooler group by grade having count(*)  >=  4\n'}
{'SQL:  select student_id ,  count(*) from friend group by student_id\n', 'Question 883:  Show the student IDs and numbers of friends corresponding to each . ||| network_1\n'}
{'SQL:  select student_id ,  count(*) from friend group by student_id\n', 'Question 884:  How many friends does each student have ? ||| network_1\n'}
{'SQL:  select t2.name ,  count(*) from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id\n', 'Question 885:  Show the names of high school students and their corresponding number of friends . ||| network_1\n'}
{'SQL:  select t2.name ,  count(*) from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id\n', 'Question 886:  What are the names of the high schoolers and how many friends does each have ? ||| network_1\n'}
{'Question 887:  What is the name of the high schooler who has the greatest number of friends ? ||| network_1\n', 'SQL:  select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id order by count(*) desc limit 1\n'}
{'Question 888:  Return the name of the high school student with the most friends . ||| network_1\n', 'SQL:  select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id order by count(*) desc limit 1\n'}
{'SQL:  select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id having count(*)  >=  3\n', 'Question 889:  Show the names of high schoolers who have at least 3 friends . ||| network_1\n'}
{'SQL:  select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id having count(*)  >=  3\n', 'Question 890:  What are the names of high schoolers who have 3 or more friends ? ||| network_1\n'}
{"Question 891:  Show the names of all of the high schooler Kyle 's friends . ||| network_1\n", 'SQL:  select t3.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id join highschooler as t3 on t1.friend_id  =  t3.id where t2.name  =  "kyle"\n'}
{'SQL:  select t3.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id join highschooler as t3 on t1.friend_id  =  t3.id where t2.name  =  "kyle"\n', 'Question 892:  Return the names of friends of the high school student Kyle . ||| network_1\n'}
{'Question 893:  How many friends does the high school student Kyle have ? ||| network_1\n', 'SQL:  select count(*) from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id where t2.name  =  "kyle"\n'}
{'SQL:  select count(*) from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id where t2.name  =  "kyle"\n', 'Question 894:  Count the number of friends Kyle has . ||| network_1\n'}
{'SQL:  select id from highschooler except select student_id from friend\n', 'Question 895:  Show ids of all students who do not have any friends . ||| network_1\n'}
{'SQL:  select id from highschooler except select student_id from friend\n', 'Question 896:  What are the ids of high school students who do not have friends ? ||| network_1\n'}
{'Question 897:  Show names of all high school students who do not have any friends . ||| network_1\n', 'SQL:  select name from highschooler except select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id\n'}
{'SQL:  select name from highschooler except select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id\n', 'Question 898:  What are the names of students who have no friends ? ||| network_1\n'}
{'Question 899:  Show the ids of high schoolers who have friends and are also liked by someone else . ||| network_1\n', 'SQL:  select student_id from friend intersect select liked_id from likes\n'}
{'Question 900:  What are the ids of students who both have friends and are liked ? ||| network_1\n', 'SQL:  select student_id from friend intersect select liked_id from likes\n'}
{'SQL:  select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id intersect select t2.name from likes as t1 join highschooler as t2 on t1.liked_id  =  t2.id\n', 'Question 901:  Show name of all students who have some friends and also are liked by someone else . ||| network_1\n'}
{'SQL:  select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id intersect select t2.name from likes as t1 join highschooler as t2 on t1.liked_id  =  t2.id\n', 'Question 902:  What are the names of high schoolers who both have friends and are liked ? ||| network_1\n'}
{'SQL:  select student_id ,  count(*) from likes group by student_id\n', 'Question 903:  Count the number of likes for each student id . ||| network_1\n'}
{'Question 904:  How many likes correspond to each student id ? ||| network_1\n', 'SQL:  select student_id ,  count(*) from likes group by student_id\n'}
{'SQL:  select t2.name ,  count(*) from likes as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id\n', 'Question 905:  Show the names of high schoolers who have likes , and numbers of likes for each . ||| network_1\n'}
{'SQL:  select t2.name ,  count(*) from likes as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id\n', 'Question 906:  What are the names of high schoolers who have likes , and how many likes does each have ? ||| network_1\n'}
{'SQL:  select t2.name from likes as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id order by count(*) desc limit 1\n', 'Question 907:  What is the name of the high schooler who has the greatest number of likes ? ||| network_1\n'}
{'SQL:  select t2.name from likes as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id order by count(*) desc limit 1\n', 'Question 908:  Give the name of the student with the most likes . ||| network_1\n'}
{'Question 909:  Show the names of students who have at least 2 likes . ||| network_1\n', 'SQL:  select t2.name from likes as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id having count(*)  >=  2\n'}
{'Question 910:  What are the names of students who have 2 or more likes ? ||| network_1\n', 'SQL:  select t2.name from likes as t1 join highschooler as t2 on t1.student_id  =  t2.id group by t1.student_id having count(*)  >=  2\n'}
{'Question 911:  Show the names of students who have a grade higher than 5 and have at least 2 friends . ||| network_1\n', 'SQL:  select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id where t2.grade  >  5 group by t1.student_id having count(*)  >=  2\n'}
{'Question 912:  What are the names of high schoolers who have a grade of over 5 and have 2 or more friends ? ||| network_1\n', 'SQL:  select t2.name from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id where t2.grade  >  5 group by t1.student_id having count(*)  >=  2\n'}
{'Question 913:  How many likes does Kyle have ? ||| network_1\n', 'SQL:  select count(*) from likes as t1 join highschooler as t2 on t1.student_id  =  t2.id where t2.name  =  "kyle"\n'}
{'Question 914:  Return the number of likes that the high schooler named Kyle has . ||| network_1\n', 'SQL:  select count(*) from likes as t1 join highschooler as t2 on t1.student_id  =  t2.id where t2.name  =  "kyle"\n'}
{'SQL:  select avg(grade) from highschooler where id in (select t1.student_id from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id)\n', 'Question 915:  Find the average grade of all students who have some friends . ||| network_1\n'}
{'Question 916:  What is the average grade of students who have friends ? ||| network_1\n', 'SQL:  select avg(grade) from highschooler where id in (select t1.student_id from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id)\n'}
{'SQL:  select min(grade) from highschooler where id not in (select t1.student_id from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id)\n', 'Question 917:  Find the minimum grade of students who have no friends . ||| network_1\n'}
{'SQL:  select min(grade) from highschooler where id not in (select t1.student_id from friend as t1 join highschooler as t2 on t1.student_id  =  t2.id)\n', 'Question 918:  What is the lowest grade of students who do not have any friends ? ||| network_1\n'}
{'SQL:  select state from owners intersect select state from professionals\n', 'Question 919:  Which states have both owners and professionals living there ? ||| dog_kennels\n'}
{'SQL:  select state from owners intersect select state from professionals\n', 'Question 920:  Find the states where both owners and professionals live . ||| dog_kennels\n'}
{'SQL:  select avg(age) from dogs where dog_id in ( select dog_id from treatments )\n', 'Question 921:  What is the average age of the dogs who have gone through any treatments ? ||| dog_kennels\n'}
{'SQL:  select avg(age) from dogs where dog_id in ( select dog_id from treatments )\n', 'Question 922:  Find the average age of the dogs who went through treatments . ||| dog_kennels\n'}
